FIPStxt;State;Area name;Population 2020;;;;;;
36019;NY;Clinton County;79.843;;;;;;
36021;NY;Columbia County;61.570;;;;;;
36023;NY;Cortland County;46.809;;;;;;
36025;NY;Delaware County;44.308;;;;;;
36027;NY;Dutchess County;295.911;;;;;;
36029;NY;Erie County;954.236;;;;;;
36031;NY;Essex County;37.381;;;;;;
36033;NY;Franklin County;47.555;;;;;;
36035;NY;Fulton County;53.324;;;;;;
36037;NY;Genesee County;58.388;;;;;;
36039;NY;Greene County;47.931;;;;;;
36041;NY;Hamilton County;5.107;;;;;;
36043;NY;Herkimer County;60.139;;;;;;
36045;NY;Jefferson County;116.721;;;;;;
36047;NY;Kings County;2.736.074;;;;;;
36049;NY;Lewis County;26.582;;;;;;
36051;NY;Livingston County;61.834;;;;;;
36053;NY;Madison County;68.016;;;;;;
36055;NY;Monroe County;759.443;;;;;;
36057;NY;Montgomery County;49.532;;;;;;
36059;NY;Nassau County;1.395.774;;;;;;
36061;NY;New York County;1.694.251;;;;;;
36063;NY;Niagara County;212.666;;;;;;
36065;NY;Oneida County;232.125;;;;;;
36067;NY;Onondaga County;476.516;;;;;;
36069;NY;Ontario County;112.458;;;;;;
36071;NY;Orange County;401.310;;;;;;
36073;NY;Orleans County;40.343;;;;;;
36075;NY;Oswego County;117.525;;;;;;
36077;NY;Otsego County;58.524;;;;;;
36079;NY;Putnam County;97.668;;;;;;
36081;NY;Queens County;2.405.464;;;;;;
36083;NY;Rensselaer County;161.130;;;;;;
36085;NY;Richmond County;495.747;;;;;;
36087;NY;Rockland County;338.329;;;;;;
36089;NY;St. Lawrence County;108.505;;;;;;
36091;NY;Saratoga County;235.509;;;;;;
36093;NY;Schenectady County;158.061;;;;;;
36095;NY;Schoharie County;29.714;;;;;;
36097;NY;Schuyler County;17.898;;;;;;
36099;NY;Seneca County;33.814;;;;;;
36101;NY;Steuben County;93.584;;;;;;
36103;NY;Suffolk County;1.525.920;;;;;;
36105;NY;Sullivan County;78.624;;;;;;
36107;NY;Tioga County;48.455;;;;;;
36109;NY;Tompkins County;105.740;;;;;;
36111;NY;Ulster County;181.851;;;;;;
36113;NY;Warren County;65.737;;;;;;
36115;NY;Washington County;61.302;;;;;;
36117;NY;Wayne County;91.283;;;;;;
36119;NY;Westchester County;1.004.457;;;;;;
36121;NY;Wyoming County;40.531;;;;;;
36123;NY;Yates County;24.774;;;;;;
37000;NC;North Carolina;10.439.388;;;;;;
37001;NC;Alamance County;171.415;;;;;;
37003;NC;Alexander County;36.444;;;;;;
37005;NC;Alleghany County;10.888;;;;;;
37007;NC;Anson County;22.055;;;;;;
37009;NC;Ashe County;26.577;;;;;;
37011;NC;Avery County;17.806;;;;;;
37013;NC;Beaufort County;44.652;;;;;;
37015;NC;Bertie County;17.934;;;;;;
37017;NC;Bladen County;29.606;;;;;;
37019;NC;Brunswick County;136.693;;;;;;
37021;NC;Buncombe County;269.452;;;;;;
37023;NC;Burke County;87.570;;;;;;
37025;NC;Cabarrus County;225.804;;;;;;
37027;NC;Caldwell County;80.652;;;;;;
37029;NC;Camden County;10.355;;;;;;
37031;NC;Carteret County;67.686;;;;;;
37033;NC;Caswell County;22.736;;;;;;
37035;NC;Catawba County;160.610;;;;;;
37037;NC;Chatham County;76.285;;;;;;
37039;NC;Cherokee County;28.774;;;;;;
37041;NC;Chowan County;13.708;;;;;;
37043;NC;Clay County;11.089;;;;;;
37045;NC;Cleveland County;99.519;;;;;;
37047;NC;Columbus County;50.623;;;;;;
37049;NC;Craven County;100.720;;;;;;
37051;NC;Cumberland County;334.728;;;;;;
37053;NC;Currituck County;28.100;;;;;;
37055;NC;Dare County;36.915;;;;;;
37057;NC;Davidson County;168.930;;;;;;
37059;NC;Davie County;42.712;;;;;;
37061;NC;Duplin County;48.715;;;;;;
37063;NC;Durham County;324.833;;;;;;
37065;NC;Edgecombe County;48.900;;;;;;
37067;NC;Forsyth County;382.590;;;;;;
37069;NC;Franklin County;68.573;;;;;;
37071;NC;Gaston County;227.943;;;;;;
37073;NC;Gates County;10.478;;;;;;
37075;NC;Graham County;8.030;;;;;;
37077;NC;Granville County;60.992;;;;;;
37079;NC;Greene County;20.451;;;;;;
37081;NC;Guilford County;541.299;;;;;;
37083;NC;Halifax County;48.622;;;;;;
37085;NC;Harnett County;133.568;;;;;;
37087;NC;Haywood County;62.089;;;;;;
37089;NC;Henderson County;116.281;;;;;;
37091;NC;Hertford County;21.552;;;;;;
37093;NC;Hoke County;52.082;;;;;;
37095;NC;Hyde County;4.589;;;;;;
37097;NC;Iredell County;186.693;;;;;;
37099;NC;Jackson County;43.109;;;;;;
37101;NC;Johnston County;215.999;;;;;;
37103;NC;Jones County;9.172;;;;;;
37105;NC;Lee County;63.285;;;;;;
37107;NC;Lenoir County;55.122;;;;;;
37109;NC;Lincoln County;86.810;;;;;;
37111;NC;McDowell County;44.578;;;;;;
37113;NC;Macon County;37.014;;;;;;
37115;NC;Madison County;21.193;;;;;;
37117;NC;Martin County;22.031;;;;;;
37119;NC;Mecklenburg County;1.115.482;;;;;;
37121;NC;Mitchell County;14.903;;;;;;
37123;NC;Montgomery County;25.751;;;;;;
37125;NC;Moore County;99.727;;;;;;
37127;NC;Nash County;94.970;;;;;;
37129;NC;New Hanover County;225.702;;;;;;
37131;NC;Northampton County;17.471;;;;;;
37133;NC;Onslow County;204.576;;;;;;
37135;NC;Orange County;148.696;;;;;;
37137;NC;Pamlico County;12.276;;;;;;
37139;NC;Pasquotank County;40.568;;;;;;
37141;NC;Pender County;60.203;;;;;;
37143;NC;Perquimans County;13.005;;;;;;
37145;NC;Person County;39.097;;;;;;
37147;NC;Pitt County;170.243;;;;;;
37149;NC;Polk County;19.328;;;;;;
37151;NC;Randolph County;144.171;;;;;;
37153;NC;Richmond County;42.946;;;;;;
37155;NC;Robeson County;116.530;;;;;;
37157;NC;Rockingham County;91.096;;;;;;
37159;NC;Rowan County;146.875;;;;;;
37161;NC;Rutherford County;64.444;;;;;;
37163;NC;Sampson County;59.036;;;;;;
37165;NC;Scotland County;34.174;;;;;;
37167;NC;Stanly County;62.504;;;;;;
37169;NC;Stokes County;44.520;;;;;;
37171;NC;Surry County;71.359;;;;;;
37173;NC;Swain County;14.117;;;;;;
37175;NC;Transylvania County;32.986;;;;;;
37177;NC;Tyrrell County;3.245;;;;;;
37179;NC;Union County;238.267;;;;;;
37181;NC;Vance County;42.578;;;;;;
37183;NC;Wake County;1.129.410;;;;;;
37185;NC;Warren County;18.642;;;;;;
37187;NC;Washington County;11.003;;;;;;
37189;NC;Watauga County;54.086;;;;;;
37191;NC;Wayne County;117.333;;;;;;
37193;NC;Wilkes County;65.969;;;;;;
37195;NC;Wilson County;78.784;;;;;;
37197;NC;Yadkin County;37.214;;;;;;
37199;NC;Yancey County;18.470;;;;;;
38000;ND;North Dakota;779.094;;;;;;
38001;ND;Adams County;2.200;;;;;;
38003;ND;Barnes County;10.853;;;;;;
38005;ND;Benson County;5.964;;;;;;
38007;ND;Billings County;945;;;;;;
38009;ND;Bottineau County;6.379;;;;;;
38011;ND;Bowman County;2.993;;;;;;
38013;ND;Burke County;2.201;;;;;;
38015;ND;Burleigh County;98.458;;;;;;
38017;ND;Cass County;184.525;;;;;;
38019;ND;Cavalier County;3.704;;;;;;
38021;ND;Dickey County;4.999;;;;;;
38023;ND;Divide County;2.195;;;;;;
38025;ND;Dunn County;4.095;;;;;;
38027;ND;Eddy County;2.347;;;;;;
38029;ND;Emmons County;3.301;;;;;;
38031;ND;Foster County;3.397;;;;;;
38033;ND;Golden Valley County;1.736;;;;;;
38035;ND;Grand Forks County;73.170;;;;;;
38037;ND;Grant County;2.301;;;;;;
38039;ND;Griggs County;2.306;;;;;;
38041;ND;Hettinger County;2.489;;;;;;
38043;ND;Kidder County;2.394;;;;;;
38045;ND;LaMoure County;4.093;;;;;;
38047;ND;Logan County;1.876;;;;;;
38049;ND;McHenry County;5.345;;;;;;
38051;ND;McIntosh County;2.530;;;;;;
38053;ND;McKenzie County;14.704;;;;;;
38055;ND;McLean County;9.771;;;;;;
38057;ND;Mercer County;8.350;;;;;;
38059;ND;Morton County;33.291;;;;;;
38061;ND;Mountrail County;9.809;;;;;;
38063;ND;Nelson County;3.015;;;;;;
38065;ND;Oliver County;1.877;;;;;;
38067;ND;Pembina County;6.844;;;;;;
38069;ND;Pierce County;3.990;;;;;;
38071;ND;Ramsey County;11.605;;;;;;
38073;ND;Ransom County;5.703;;;;;;
38075;ND;Renville County;2.282;;;;;;
38077;ND;Richland County;16.529;;;;;;
38079;ND;Rolette County;12.187;;;;;;
38081;ND;Sargent County;3.862;;;;;;
38083;ND;Sheridan County;1.265;;;;;;
38085;ND;Sioux County;3.898;;;;;;
38087;ND;Slope County;706;;;;;;
38089;ND;Stark County;33.646;;;;;;
38091;ND;Steele County;1.798;;;;;;
38093;ND;Stutsman County;21.593;;;;;;
38095;ND;Towner County;2.162;;;;;;
38097;ND;Traill County;7.997;;;;;;
38099;ND;Walsh County;10.563;;;;;;
38101;ND;Ward County;69.919;;;;;;
38103;ND;Wells County;3.982;;;;;;
38105;ND;Williams County;40.950;;;;;;
39000;OH;Ohio;11.799.448;;;;;;
39001;OH;Adams County;27.477;;;;;;
39003;OH;Allen County;102.206;;;;;;
39005;OH;Ashland County;52.447;;;;;;
39007;OH;Ashtabula County;97.574;;;;;;
39009;OH;Athens County;62.431;;;;;;
39011;OH;Auglaize County;46.422;;;;;;
39013;OH;Belmont County;66.497;;;;;;
39015;OH;Brown County;43.676;;;;;;
39017;OH;Butler County;390.357;;;;;;
39019;OH;Carroll County;26.721;;;;;;
39021;OH;Champaign County;38.714;;;;;;
39023;OH;Clark County;136.001;;;;;;
39025;OH;Clermont County;208.601;;;;;;
39027;OH;Clinton County;42.018;;;;;;
39029;OH;Columbiana County;101.877;;;;;;
39031;OH;Coshocton County;36.612;;;;;;
39033;OH;Crawford County;42.025;;;;;;
39035;OH;Cuyahoga County;1.264.817;;;;;;
39037;OH;Darke County;51.881;;;;;;
39039;OH;Defiance County;38.286;;;;;;
39041;OH;Delaware County;214.124;;;;;;
39043;OH;Erie County;75.622;;;;;;
39045;OH;Fairfield County;158.921;;;;;;
39047;OH;Fayette County;28.951;;;;;;
39049;OH;Franklin County;1.323.807;;;;;;
39051;OH;Fulton County;42.713;;;;;;
39053;OH;Gallia County;29.220;;;;;;
39055;OH;Geauga County;95.397;;;;;;
39057;OH;Greene County;167.966;;;;;;
39059;OH;Guernsey County;38.438;;;;;;
39061;OH;Hamilton County;830.639;;;;;;
39063;OH;Hancock County;74.920;;;;;;
39065;OH;Hardin County;30.696;;;;;;
39067;OH;Harrison County;14.483;;;;;;
39069;OH;Henry County;27.662;;;;;;
39071;OH;Highland County;43.317;;;;;;
39073;OH;Hocking County;28.050;;;;;;
39075;OH;Holmes County;44.223;;;;;;
39077;OH;Huron County;58.565;;;;;;
39079;OH;Jackson County;32.653;;;;;;
39081;OH;Jefferson County;65.249;;;;;;
39083;OH;Knox County;62.721;;;;;;
39085;OH;Lake County;232.603;;;;;;
39087;OH;Lawrence County;58.240;;;;;;
39089;OH;Licking County;178.519;;;;;;
39091;OH;Logan County;46.150;;;;;;
39093;OH;Lorain County;312.964;;;;;;
39095;OH;Lucas County;431.279;;;;;;
39097;OH;Madison County;43.824;;;;;;
39099;OH;Mahoning County;228.614;;;;;;
39101;OH;Marion County;65.359;;;;;;
39103;OH;Medina County;182.470;;;;;;
39105;OH;Meigs County;22.210;;;;;;
39107;OH;Mercer County;42.528;;;;;;
39109;OH;Miami County;108.774;;;;;;
39111;OH;Monroe County;13.385;;;;;;
39113;OH;Montgomery County;537.309;;;;;;
39115;OH;Morgan County;13.802;;;;;;
39117;OH;Morrow County;34.950;;;;;;
39119;OH;Muskingum County;86.410;;;;;;
39121;OH;Noble County;14.115;;;;;;
39123;OH;Ottawa County;40.364;;;;;;
39125;OH;Paulding County;18.806;;;;;;
39127;OH;Perry County;35.408;;;;;;
39129;OH;Pickaway County;58.539;;;;;;
39131;OH;Pike County;27.088;;;;;;
39133;OH;Portage County;161.791;;;;;;
39135;OH;Preble County;40.999;;;;;;
39137;OH;Putnam County;34.451;;;;;;
39139;OH;Richland County;124.936;;;;;;
39141;OH;Ross County;77.093;;;;;;
39143;OH;Sandusky County;58.896;;;;;;
39145;OH;Scioto County;74.008;;;;;;
39147;OH;Seneca County;55.069;;;;;;
39149;OH;Shelby County;48.230;;;;;;
39151;OH;Stark County;374.853;;;;;;
39153;OH;Summit County;540.428;;;;;;
39155;OH;Trumbull County;201.977;;;;;;
39157;OH;Tuscarawas County;93.263;;;;;;
39159;OH;Union County;62.784;;;;;;
39161;OH;Van Wert County;28.931;;;;;;
39163;OH;Vinton County;12.800;;;;;;
39165;OH;Warren County;242.337;;;;;;
39167;OH;Washington County;59.771;;;;;;
39169;OH;Wayne County;116.894;;;;;;
39171;OH;Williams County;37.102;;;;;;
39173;OH;Wood County;132.248;;;;;;
39175;OH;Wyandot County;21.900;;;;;;
40000;OK;Oklahoma;3.959.353;;;;;;
40001;OK;Adair County;19.495;;;;;;
40003;OK;Alfalfa County;5.699;;;;;;
40005;OK;Atoka County;14.143;;;;;;
40007;OK;Beaver County;5.049;;;;;;
40009;OK;Beckham County;22.410;;;;;;
40011;OK;Blaine County;8.735;;;;;;
40013;OK;Bryan County;46.067;;;;;;
40015;OK;Caddo County;26.945;;;;;;
40017;OK;Canadian County;154.405;;;;;;
40019;OK;Carter County;48.003;;;;;;
40021;OK;Cherokee County;47.078;;;;;;
40023;OK;Choctaw County;14.204;;;;;;
40025;OK;Cimarron County;2.296;;;;;;
40027;OK;Cleveland County;295.528;;;;;;
40029;OK;Coal County;5.266;;;;;;
40031;OK;Comanche County;121.125;;;;;;
40033;OK;Cotton County;5.527;;;;;;
40035;OK;Craig County;14.107;;;;;;
40037;OK;Creek County;71.754;;;;;;
40039;OK;Custer County;28.513;;;;;;
40041;OK;Delaware County;40.397;;;;;;
40043;OK;Dewey County;4.484;;;;;;
40045;OK;Ellis County;3.749;;;;;;
40047;OK;Garfield County;62.846;;;;;;
40049;OK;Garvin County;25.656;;;;;;
40051;OK;Grady County;54.795;;;;;;
40053;OK;Grant County;4.169;;;;;;
40055;OK;Greer County;5.491;;;;;;
40057;OK;Harmon County;2.488;;;;;;
40059;OK;Harper County;3.272;;;;;;
40061;OK;Haskell County;11.561;;;;;;
40063;OK;Hughes County;13.367;;;;;;
40065;OK;Jackson County;24.785;;;;;;
40067;OK;Jefferson County;5.337;;;;;;
40069;OK;Johnston County;10.272;;;;;;
40071;OK;Kay County;43.700;;;;;;
40073;OK;Kingfisher County;15.184;;;;;;
40075;OK;Kiowa County;8.509;;;;;;
40077;OK;Latimer County;9.444;;;;;;
40079;OK;Le Flore County;48.129;;;;;;
40081;OK;Lincoln County;33.458;;;;;;
40083;OK;Logan County;49.555;;;;;;
40085;OK;Love County;10.146;;;;;;
40087;OK;McClain County;41.662;;;;;;
40089;OK;McCurtain County;30.814;;;;;;
40091;OK;McIntosh County;18.941;;;;;;
40093;OK;Major County;7.782;;;;;;
40095;OK;Marshall County;15.312;;;;;;
40097;OK;Mayes County;39.046;;;;;;
40099;OK;Murray County;13.904;;;;;;
40101;OK;Muskogee County;66.339;;;;;;
40103;OK;Noble County;10.924;;;;;;
40105;OK;Nowata County;9.320;;;;;;
40107;OK;Okfuskee County;11.310;;;;;;
40109;OK;Oklahoma County;796.292;;;;;;
40111;OK;Okmulgee County;36.706;;;;;;
40113;OK;Osage County;45.818;;;;;;
40115;OK;Ottawa County;30.285;;;;;;
40117;OK;Pawnee County;15.553;;;;;;
40119;OK;Payne County;81.646;;;;;;
40121;OK;Pittsburg County;43.773;;;;;;
40123;OK;Pontotoc County;38.065;;;;;;
40125;OK;Pottawatomie County;72.454;;;;;;
40127;OK;Pushmataha County;10.812;;;;;;
40129;OK;Roger Mills County;3.442;;;;;;
40131;OK;Rogers County;95.240;;;;;;
40133;OK;Seminole County;23.556;;;;;;
40135;OK;Sequoyah County;39.281;;;;;;
40137;OK;Stephens County;42.848;;;;;;
40139;OK;Texas County;21.384;;;;;;
40141;OK;Tillman County;6.968;;;;;;
40143;OK;Tulsa County;669.279;;;;;;
40145;OK;Wagoner County;80.981;;;;;;
40147;OK;Washington County;52.455;;;;;;
40149;OK;Washita County;10.924;;;;;;
40151;OK;Woods County;8.624;;;;;;
40153;OK;Woodward County;20.470;;;;;;
41000;OR;Oregon;4.237.256;;;;;;
41001;OR;Baker County;16.668;;;;;;
41003;OR;Benton County;95.184;;;;;;
41005;OR;Clackamas County;421.401;;;;;;
41007;OR;Clatsop County;41.072;;;;;;
41009;OR;Columbia County;52.589;;;;;;
41011;OR;Coos County;64.929;;;;;;
41013;OR;Crook County;24.738;;;;;;
41015;OR;Curry County;23.446;;;;;;
41017;OR;Deschutes County;198.253;;;;;;
41019;OR;Douglas County;111.201;;;;;;
41021;OR;Gilliam County;1.995;;;;;;
41023;OR;Grant County;7.233;;;;;;
41025;OR;Harney County;7.495;;;;;;
41027;OR;Hood River County;23.977;;;;;;
41029;OR;Jackson County;223.259;;;;;;
41031;OR;Jefferson County;24.502;;;;;;
41033;OR;Josephine County;88.090;;;;;;
41035;OR;Klamath County;69.413;;;;;;
41037;OR;Lake County;8.160;;;;;;
41039;OR;Lane County;382.971;;;;;;
41041;OR;Lincoln County;50.395;;;;;;
41043;OR;Linn County;128.610;;;;;;
41045;OR;Malheur County;31.571;;;;;;
41047;OR;Marion County;345.920;;;;;;
41049;OR;Morrow County;12.186;;;;;;
41051;OR;Multnomah County;815.428;;;;;;
41053;OR;Polk County;87.433;;;;;;
41055;OR;Sherman County;1.870;;;;;;
41057;OR;Tillamook County;27.390;;;;;;
41059;OR;Umatilla County;80.075;;;;;;
41061;OR;Union County;26.196;;;;;;
41063;OR;Wallowa County;7.391;;;;;;
41065;OR;Wasco County;26.670;;;;;;
41067;OR;Washington County;600.372;;;;;;
41069;OR;Wheeler County;1.451;;;;;;
41071;OR;Yamhill County;107.722;;;;;;
42000;PA;Pennsylvania;13.002.700;;;;;;
42001;PA;Adams County;103.852;;;;;;
42003;PA;Allegheny County;1.250.578;;;;;;
42005;PA;Armstrong County;65.558;;;;;;
42007;PA;Beaver County;168.215;;;;;;
42009;PA;Bedford County;47.577;;;;;;
42011;PA;Berks County;428.849;;;;;;
42013;PA;Blair County;122.822;;;;;;
42015;PA;Bradford County;59.967;;;;;;
42017;PA;Bucks County;646.538;;;;;;
42019;PA;Butler County;193.763;;;;;;
42021;PA;Cambria County;133.472;;;;;;
42023;PA;Cameron County;4.547;;;;;;
42025;PA;Carbon County;64.749;;;;;;
42027;PA;Centre County;158.172;;;;;;
42029;PA;Chester County;534.413;;;;;;
42031;PA;Clarion County;37.241;;;;;;
42033;PA;Clearfield County;80.562;;;;;;
42035;PA;Clinton County;37.450;;;;;;
42037;PA;Columbia County;64.727;;;;;;
42039;PA;Crawford County;83.938;;;;;;
42041;PA;Cumberland County;259.469;;;;;;
42043;PA;Dauphin County;286.401;;;;;;
42045;PA;Delaware County;576.830;;;;;;
42047;PA;Elk County;30.990;;;;;;
42049;PA;Erie County;270.876;;;;;;
42051;PA;Fayette County;128.804;;;;;;
42053;PA;Forest County;6.973;;;;;;
42055;PA;Franklin County;155.932;;;;;;
42057;PA;Fulton County;14.556;;;;;;
42059;PA;Greene County;35.954;;;;;;
42061;PA;Huntingdon County;44.092;;;;;;
42063;PA;Indiana County;83.246;;;;;;
42065;PA;Jefferson County;44.492;;;;;;
42067;PA;Juniata County;23.509;;;;;;
42069;PA;Lackawanna County;215.896;;;;;;
42071;PA;Lancaster County;552.984;;;;;;
42073;PA;Lawrence County;86.070;;;;;;
42075;PA;Lebanon County;143.257;;;;;;
42077;PA;Lehigh County;374.557;;;;;;
42079;PA;Luzerne County;325.594;;;;;;
42081;PA;Lycoming County;114.188;;;;;;
42083;PA;McKean County;40.432;;;;;;
42085;PA;Mercer County;110.652;;;;;;
42087;PA;Mifflin County;46.143;;;;;;
42089;PA;Monroe County;168.327;;;;;;
42091;PA;Montgomery County;856.553;;;;;;
42093;PA;Montour County;18.136;;;;;;
42095;PA;Northampton County;312.951;;;;;;
42097;PA;Northumberland County;91.647;;;;;;
42099;PA;Perry County;45.842;;;;;;
42101;PA;Philadelphia County;1.603.797;;;;;;
42103;PA;Pike County;58.535;;;;;;
42105;PA;Potter County;16.396;;;;;;
42107;PA;Schuylkill County;143.049;;;;;;
42109;PA;Snyder County;39.736;;;;;;
42111;PA;Somerset County;74.129;;;;;;
42113;PA;Sullivan County;5.840;;;;;;
42115;PA;Susquehanna County;38.434;;;;;;
42117;PA;Tioga County;41.045;;;;;;
42119;PA;Union County;42.681;;;;;;
42121;PA;Venango County;50.454;;;;;;
42123;PA;Warren County;38.587;;;;;;
42125;PA;Washington County;209.349;;;;;;
42127;PA;Wayne County;51.155;;;;;;
42129;PA;Westmoreland County;354.663;;;;;;
42131;PA;Wyoming County;26.069;;;;;;
42133;PA;York County;456.438;;;;;;
44000;RI;Rhode Island;1.097.379;;;;;;
44001;RI;Bristol County;50.793;;;;;;
44003;RI;Kent County;170.363;;;;;;
44005;RI;Newport County;85.643;;;;;;
44007;RI;Providence County;660.741;;;;;;
44009;RI;Washington County;129.839;;;;;;
45000;SC;South Carolina;5.118.425;;;;;;
45001;SC;Abbeville County;24.295;;;;;;
45003;SC;Aiken County;168.808;;;;;;
45005;SC;Allendale County;8.039;;;;;;
45007;SC;Anderson County;203.718;;;;;;
45009;SC;Bamberg County;13.311;;;;;;
45011;SC;Barnwell County;20.589;;;;;;
45013;SC;Beaufort County;187.117;;;;;;
45015;SC;Berkeley County;229.861;;;;;;
45017;SC;Calhoun County;14.119;;;;;;
45019;SC;Charleston County;408.235;;;;;;
45021;SC;Cherokee County;56.216;;;;;;
45023;SC;Chester County;32.294;;;;;;
45025;SC;Chesterfield County;43.273;;;;;;
45027;SC;Clarendon County;31.144;;;;;;
45029;SC;Colleton County;38.604;;;;;;
45031;SC;Darlington County;62.905;;;;;;
45033;SC;Dillon County;28.292;;;;;;
45035;SC;Dorchester County;161.540;;;;;;
45037;SC;Edgefield County;25.657;;;;;;
45039;SC;Fairfield County;20.948;;;;;;
45041;SC;Florence County;137.059;;;;;;
45043;SC;Georgetown County;63.404;;;;;;
45045;SC;Greenville County;525.534;;;;;;
45047;SC;Greenwood County;69.351;;;;;;
45049;SC;Hampton County;18.561;;;;;;
45051;SC;Horry County;351.029;;;;;;
45053;SC;Jasper County;28.791;;;;;;
45055;SC;Kershaw County;65.403;;;;;;
45057;SC;Lancaster County;96.016;;;;;;
45059;SC;Laurens County;67.539;;;;;;
45061;SC;Lee County;16.531;;;;;;
45063;SC;Lexington County;293.991;;;;;;
45065;SC;McCormick County;9.526;;;;;;
45067;SC;Marion County;29.183;;;;;;
45069;SC;Marlboro County;26.667;;;;;;
45071;SC;Newberry County;37.719;;;;;;
45073;SC;Oconee County;78.607;;;;;;
45075;SC;Orangeburg County;84.223;;;;;;
45077;SC;Pickens County;131.404;;;;;;
45079;SC;Richland County;416.147;;;;;;
45081;SC;Saluda County;18.862;;;;;;
45083;SC;Spartanburg County;327.997;;;;;;
45085;SC;Sumter County;105.556;;;;;;
45087;SC;Union County;27.244;;;;;;
45089;SC;Williamsburg County;31.026;;;;;;
45091;SC;York County;282.090;;;;;;
46000;SD;South Dakota;886.667;;;;;;
46003;SD;Aurora County;2.747;;;;;;
46005;SD;Beadle County;19.149;;;;;;
46007;SD;Bennett County;3.381;;;;;;
46009;SD;Bon Homme County;7.003;;;;;;
46011;SD;Brookings County;34.375;;;;;;
46013;SD;Brown County;38.301;;;;;;
46015;SD;Brule County;5.247;;;;;;
46017;SD;Buffalo County;1.948;;;;;;
46019;SD;Butte County;10.243;;;;;;
46021;SD;Campbell County;1.377;;;;;;
46023;SD;Charles Mix County;9.373;;;;;;
46025;SD;Clark County;3.837;;;;;;
46027;SD;Clay County;14.967;;;;;;
46029;SD;Codington County;28.325;;;;;;
46031;SD;Corson County;3.902;;;;;;
46033;SD;Custer County;8.318;;;;;;
46035;SD;Davison County;19.956;;;;;;
46037;SD;Day County;5.449;;;;;;
46039;SD;Deuel County;4.295;;;;;;
46041;SD;Dewey County;5.239;;;;;;
46043;SD;Douglas County;2.835;;;;;;
46045;SD;Edmunds County;3.986;;;;;;
46047;SD;Fall River County;6.973;;;;;;
46049;SD;Faulk County;2.125;;;;;;
46051;SD;Grant County;7.556;;;;;;
46053;SD;Gregory County;3.994;;;;;;
46055;SD;Haakon County;1.872;;;;;;
46057;SD;Hamlin County;6.164;;;;;;
46059;SD;Hand County;3.145;;;;;;
46061;SD;Hanson County;3.461;;;;;;
46063;SD;Harding County;1.311;;;;;;
46065;SD;Hughes County;17.765;;;;;;
46067;SD;Hutchinson County;7.427;;;;;;
46069;SD;Hyde County;1.262;;;;;;
46071;SD;Jackson County;2.806;;;;;;
46073;SD;Jerauld County;1.663;;;;;;
46075;SD;Jones County;917;;;;;;
46077;SD;Kingsbury County;5.187;;;;;;
46079;SD;Lake County;11.059;;;;;;
46081;SD;Lawrence County;25.768;;;;;;
46083;SD;Lincoln County;65.161;;;;;;
46085;SD;Lyman County;3.718;;;;;;
46087;SD;McCook County;5.682;;;;;;
46089;SD;McPherson County;2.411;;;;;;
46091;SD;Marshall County;4.306;;;;;;
46093;SD;Meade County;29.852;;;;;;
46095;SD;Mellette County;1.918;;;;;;
46097;SD;Miner County;2.298;;;;;;
46099;SD;Minnehaha County;197.214;;;;;;
46101;SD;Moody County;6.336;;;;;;
46102;SD;Oglala Lakota County;13.672;;;;;;
46103;SD;Pennington County;109.222;;;;;;
46105;SD;Perkins County;2.835;;;;;;
46107;SD;Potter County;2.472;;;;;;
46109;SD;Roberts County;10.280;;;;;;
46111;SD;Sanborn County;2.330;;;;;;
46115;SD;Spink County;6.361;;;;;;
46117;SD;Stanley County;2.980;;;;;;
46119;SD;Sully County;1.446;;;;;;
46121;SD;Todd County;9.319;;;;;;
46123;SD;Tripp County;5.624;;;;;;
46125;SD;Turner County;8.673;;;;;;
46127;SD;Union County;16.811;;;;;;
46129;SD;Walworth County;5.315;;;;;;
46135;SD;Yankton County;23.310;;;;;;
46137;SD;Ziebach County;2.413;;;;;;
47000;TN;Tennessee;6.910.840;;;;;;
47001;TN;Anderson County;77.123;;;;;;
47003;TN;Bedford County;50.237;;;;;;
47005;TN;Benton County;15.864;;;;;;
47007;TN;Bledsoe County;14.913;;;;;;
47009;TN;Blount County;135.280;;;;;;
47011;TN;Bradley County;108.620;;;;;;
47013;TN;Campbell County;39.272;;;;;;
47015;TN;Cannon County;14.506;;;;;;
47017;TN;Carroll County;28.440;;;;;;
47019;TN;Carter County;56.356;;;;;;
47021;TN;Cheatham County;41.072;;;;;;
47023;TN;Chester County;17.341;;;;;;
47025;TN;Claiborne County;32.043;;;;;;
47027;TN;Clay County;7.581;;;;;;
47029;TN;Cocke County;35.999;;;;;;
47031;TN;Coffee County;57.889;;;;;;
47033;TN;Crockett County;13.911;;;;;;
47035;TN;Cumberland County;61.145;;;;;;
47037;TN;Davidson County;715.884;;;;;;
47039;TN;Decatur County;11.435;;;;;;
47041;TN;DeKalb County;20.080;;;;;;
47043;TN;Dickson County;54.315;;;;;;
47045;TN;Dyer County;36.801;;;;;;
47047;TN;Fayette County;41.990;;;;;;
47049;TN;Fentress County;18.489;;;;;;
47051;TN;Franklin County;42.774;;;;;;
47053;TN;Gibson County;50.429;;;;;;
47055;TN;Giles County;30.346;;;;;;
47057;TN;Grainger County;23.527;;;;;;
47059;TN;Greene County;70.152;;;;;;
47061;TN;Grundy County;13.529;;;;;;
47063;TN;Hamblen County;64.499;;;;;;
